# time (s) ,  q1,   q2  
2.7800e+02  6.4261e+02  6.4261e+02 
2.7850e+02  6.3600e+02  6.3600e+02 
2.7900e+02  6.2946e+02  6.2946e+02 
2.7950e+02  6.2299e+02  6.2299e+02 
2.8000e+02  6.1658e+02  6.1658e+02 
2.8050e+02  6.1024e+02  6.1024e+02 
2.8100e+02  6.0396e+02  6.0396e+02 
2.8150e+02  5.9775e+02  5.9775e+02 
2.8200e+02  5.9160e+02  5.9160e+02 
2.8250e+02  5.8552e+02  5.8552e+02 
2.8300e+02  5.7950e+02  5.7950e+02 
2.8350e+02  5.7354e+02  5.7354e+02 
2.8400e+02  5.6764e+02  5.6764e+02 
2.8450e+02  5.6180e+02  5.6180e+02 
2.8500e+02  5.5602e+02  5.5602e+02 
2.8550e+02  5.5030e+02  5.5030e+02 
2.8600e+02  5.4464e+02  5.4464e+02 
2.8650e+02  5.3904e+02  5.3904e+02 
2.8700e+02  5.3350e+02  5.3350e+02 
2.8750e+02  5.2801e+02  5.2801e+02 
2.8800e+02  5.2258e+02  5.2258e+02 
2.8850e+02  5.1720e+02  5.1720e+02 
2.8900e+02  5.1188e+02  5.1188e+02 
2.8950e+02  5.0662e+02  5.0662e+02 
2.9000e+02  5.0141e+02  5.0141e+02 
2.9050e+02  4.9625e+02  4.9625e+02 
2.9100e+02  4.9115e+02  4.9115e+02 
2.9150e+02  4.8610e+02  4.8610e+02 
2.9200e+02  4.8110e+02  4.8110e+02 
2.9250e+02  4.7615e+02  4.7615e+02 
2.9300e+02  4.7125e+02  4.7125e+02 
2.9350e+02  4.6640e+02  4.6640e+02 
2.9400e+02  4.6161e+02  4.6161e+02 
2.9450e+02  4.5686e+02  4.5686e+02 
2.9500e+02  4.5216e+02  4.5216e+02 
2.9550e+02  4.4751e+02  4.4751e+02 
2.9600e+02  4.4291e+02  4.4291e+02 
2.9650e+02  4.3835e+02  4.3835e+02 
2.9700e+02  4.3384e+02  4.3384e+02 
2.9750e+02  4.2938e+02  4.2938e+02 
2.9800e+02  4.2497e+02  4.2497e+02 
2.9850e+02  4.2059e+02  4.2059e+02 
2.9900e+02  4.1627e+02  4.1627e+02 
2.9950e+02  4.1199e+02  4.1199e+02 
3.0000e+02  4.0775e+02  4.0775e+02 
3.0050e+02  4.0356e+02  4.0356e+02 
3.0100e+02  3.9941e+02  3.9941e+02 
3.0150e+02  3.9530e+02  3.9530e+02 
3.0200e+02  3.9123e+02  3.9123e+02 
3.0250e+02  3.8721e+02  3.8721e+02 
3.0300e+02  3.8323e+02  3.8323e+02 
3.0350e+02  3.7928e+02  3.7928e+02 
3.0400e+02  3.7538e+02  3.7538e+02 
3.0450e+02  3.7152e+02  3.7152e+02 
3.0500e+02  3.6770e+02  3.6770e+02 
3.0550e+02  3.6392e+02  3.6392e+02 
3.0600e+02  3.6018e+02  3.6018e+02 
3.0650e+02  3.5647e+02  3.5647e+02 
3.0700e+02  3.5281e+02  3.5281e+02 
3.0750e+02  3.4918e+02  3.4918e+02 
3.0800e+02  3.4559e+02  3.4559e+02 
3.0850e+02  3.4203e+02  3.4203e+02 
3.0900e+02  3.3851e+02  3.3851e+02 
3.0950e+02  3.3503e+02  3.3503e+02 
3.1000e+02  3.3159e+02  3.3159e+02 
3.1050e+02  3.2818e+02  3.2818e+02 
3.1100e+02  3.2480e+02  3.2480e+02 
3.1150e+02  3.2146e+02  3.2146e+02 
3.1200e+02  3.1815e+02  3.1815e+02 
3.1250e+02  3.1488e+02  3.1488e+02 
3.1300e+02  3.1164e+02  3.1164e+02 
3.1350e+02  3.0844e+02  3.0844e+02 
3.1400e+02  3.0527e+02  3.0527e+02 
3.1450e+02  3.0213e+02  3.0213e+02 
3.1500e+02  2.9902e+02  2.9902e+02 
3.1550e+02  2.9594e+02  2.9594e+02 
3.1600e+02  2.9290e+02  2.9290e+02 
3.1650e+02  2.8989e+02  2.8989e+02 
3.1700e+02  2.8691e+02  2.8691e+02 
3.1750e+02  2.8395e+02  2.8395e+02 
3.1800e+02  2.8103e+02  2.8103e+02 
3.1850e+02  2.7814e+02  2.7814e+02 
3.1900e+02  2.7528e+02  2.7528e+02 
3.1950e+02  2.7245e+02  2.7245e+02 
3.2000e+02  2.6965e+02  2.6965e+02 
3.2050e+02  2.6688e+02  2.6688e+02 
3.2100e+02  2.6413e+02  2.6413e+02 
3.2150e+02  2.6141e+02  2.6141e+02 
3.2200e+02  2.5873e+02  2.5873e+02 
3.2250e+02  2.5606e+02  2.5606e+02 
3.2300e+02  2.5343e+02  2.5343e+02 
3.2350e+02  2.5082e+02  2.5082e+02 
3.2400e+02  2.4824e+02  2.4824e+02 
3.2450e+02  2.4569e+02  2.4569e+02 
3.2500e+02  2.4316e+02  2.4316e+02 
3.2550e+02  2.4066e+02  2.4066e+02 
3.2600e+02  2.3819e+02  2.3819e+02 
3.2650e+02  2.3574e+02  2.3574e+02 
3.2700e+02  2.3331e+02  2.3331e+02 
3.2750e+02  2.3091e+02  2.3091e+02 
3.2800e+02  2.2854e+02  2.2854e+02 
3.2850e+02  2.2619e+02  2.2619e+02 
3.2900e+02  2.2386e+02  2.2386e+02 
3.2950e+02  2.2156e+02  2.2156e+02 
3.3000e+02  2.1928e+02  2.1928e+02 
3.3050e+02  2.1703e+02  2.1703e+02 
3.3100e+02  2.1479e+02  2.1479e+02 
3.3150e+02  2.1258e+02  2.1258e+02 
3.3200e+02  2.1040e+02  2.1040e+02 
3.3250e+02  2.0823e+02  2.0823e+02 
3.3300e+02  2.0609e+02  2.0609e+02 
3.3350e+02  2.0397e+02  2.0397e+02 
3.3400e+02  2.0188e+02  2.0188e+02 
3.3450e+02  1.9980e+02  1.9980e+02 
3.3500e+02  1.9774e+02  1.9774e+02 
3.3550e+02  1.9571e+02  1.9571e+02 
3.3600e+02  1.9370e+02  1.9370e+02 
3.3650e+02  1.9171e+02  1.9171e+02 
3.3700e+02  1.8973e+02  1.8973e+02 
3.3750e+02  1.8778e+02  1.8778e+02 
3.3800e+02  1.8585e+02  1.8585e+02 
3.3850e+02  1.8394e+02  1.8394e+02 
3.3900e+02  1.8205e+02  1.8205e+02 
3.3950e+02  1.8017e+02  1.8017e+02 
3.4000e+02  1.7832e+02  1.7832e+02 
3.4050e+02  1.7649e+02  1.7649e+02 
3.4100e+02  1.7467e+02  1.7467e+02 
3.4150e+02  1.7288e+02  1.7288e+02 
3.4200e+02  1.7110e+02  1.7110e+02 
3.4250e+02  1.6934e+02  1.6934e+02 
3.4300e+02  1.6760e+02  1.6760e+02 
3.4350e+02  1.6587e+02  1.6587e+02 
3.4400e+02  1.6417e+02  1.6417e+02 
3.4450e+02  1.6248e+02  1.6248e+02 
3.4500e+02  1.6081e+02  1.6081e+02 
3.4550e+02  1.5915e+02  1.5915e+02 
3.4600e+02  1.5752e+02  1.5752e+02 
3.4650e+02  1.5590e+02  1.5590e+02 
3.4700e+02  1.5429e+02  1.5429e+02 
3.4750e+02  1.5271e+02  1.5271e+02 
3.4800e+02  1.5114e+02  1.5114e+02 
3.4850e+02  1.4958e+02  1.4958e+02 
3.4900e+02  1.4804e+02  1.4804e+02 
3.4950e+02  1.4652e+02  1.4652e+02 
3.5000e+02  1.4501e+02  1.4501e+02 
3.5050e+02  1.4352e+02  1.4352e+02 
3.5100e+02  1.4205e+02  1.4205e+02 
3.5150e+02  1.4058e+02  1.4058e+02 
3.5200e+02  1.3914e+02  1.3914e+02 
3.5250e+02  1.3771e+02  1.3771e+02 
3.5300e+02  1.3629e+02  1.3629e+02 
3.5350e+02  1.3489e+02  1.3489e+02 
3.5400e+02  1.3350e+02  1.3350e+02 
3.5450e+02  1.3213e+02  1.3213e+02 
3.5500e+02  1.3077e+02  1.3077e+02 
3.5550e+02  1.2943e+02  1.2943e+02 
3.5600e+02  1.2809e+02  1.2809e+02 
3.5650e+02  1.2678e+02  1.2678e+02 
3.5700e+02  1.2547e+02  1.2547e+02 
3.5750e+02  1.2418e+02  1.2418e+02 
3.5800e+02  1.2290e+02  1.2290e+02 
3.5850e+02  1.2164e+02  1.2164e+02 
3.5900e+02  1.2039e+02  1.2039e+02 
3.5950e+02  1.1915e+02  1.1915e+02 
3.6000e+02  1.1793e+02  1.1793e+02 
3.6050e+02  1.1671e+02  1.1671e+02 
3.6100e+02  1.1551e+02  1.1551e+02 
3.6150e+02  1.1432e+02  1.1432e+02 
3.6200e+02  1.1315e+02  1.1315e+02 
3.6250e+02  1.1199e+02  1.1199e+02 
3.6300e+02  1.1083e+02  1.1083e+02 
3.6350e+02  1.0969e+02  1.0969e+02 
3.6400e+02  1.0857e+02  1.0857e+02 
3.6450e+02  1.0745e+02  1.0745e+02 
3.6500e+02  1.0634e+02  1.0634e+02 
3.6550e+02  1.0525e+02  1.0525e+02 
3.6600e+02  1.0417e+02  1.0417e+02 
3.6650e+02  1.0310e+02  1.0310e+02 
3.6700e+02  1.0204e+02  1.0204e+02 
3.6750e+02  1.0099e+02  1.0099e+02 
3.6800e+02  9.9947e+01  9.9947e+01 
3.6850e+02  9.8919e+01  9.8919e+01 
3.6900e+02  9.7902e+01  9.7902e+01 
3.6950e+02  9.6895e+01  9.6895e+01 
3.7000e+02  9.5899e+01  9.5899e+01 
3.7050e+02  9.4912e+01  9.4912e+01 
3.7100e+02  9.3936e+01  9.3936e+01 
3.7150e+02  9.2970e+01  9.2970e+01 
3.7200e+02  9.2014e+01  9.2014e+01 
3.7250e+02  9.1067e+01  9.1067e+01 
3.7300e+02  9.0131e+01  9.0131e+01 
3.7350e+02  8.9204e+01  8.9204e+01 
3.7400e+02  8.8286e+01  8.8286e+01 
3.7450e+02  8.7378e+01  8.7378e+01 
3.7500e+02  8.6480e+01  8.6480e+01 
3.7550e+02  8.5590e+01  8.5590e+01 
3.7600e+02  8.4710e+01  8.4710e+01 
3.7650e+02  8.3839e+01  8.3839e+01 
3.7700e+02  8.2976e+01  8.2976e+01 
3.7750e+02  8.2123e+01  8.2123e+01 
3.7800e+02  8.1278e+01  8.1278e+01 
3.7850e+02  8.0442e+01  8.0442e+01 
3.7900e+02  7.9615e+01  7.9615e+01 
3.7950e+02  7.8796e+01  7.8796e+01 
3.8000e+02  7.7986e+01  7.7986e+01 
3.8050e+02  7.7184e+01  7.7184e+01 
3.8100e+02  7.6390e+01  7.6390e+01 
3.8150e+02  7.5604e+01  7.5604e+01 
3.8200e+02  7.4826e+01  7.4826e+01 
3.8250e+02  7.4057e+01  7.4057e+01 
3.8300e+02  7.3295e+01  7.3295e+01 
3.8350e+02  7.2541e+01  7.2541e+01 
3.8400e+02  7.1795e+01  7.1795e+01 
3.8450e+02  7.1057e+01  7.1057e+01 
3.8500e+02  7.0326e+01  7.0326e+01 
3.8550e+02  6.9603e+01  6.9603e+01 
3.8600e+02  6.8887e+01  6.8887e+01 
3.8650e+02  6.8178e+01  6.8178e+01 
3.8700e+02  6.7477e+01  6.7477e+01 
3.8750e+02  6.6783e+01  6.6783e+01 
3.8800e+02  6.6096e+01  6.6096e+01 
3.8850e+02  6.5416e+01  6.5416e+01 
3.8900e+02  6.4744e+01  6.4744e+01 
3.8950e+02  6.4078e+01  6.4078e+01 
3.9000e+02  6.3419e+01  6.3419e+01 
3.9050e+02  6.2766e+01  6.2766e+01 
3.9100e+02  6.2121e+01  6.2121e+01 
3.9150e+02  6.1482e+01  6.1482e+01 
3.9200e+02  6.0850e+01  6.0850e+01 
3.9250e+02  6.0224e+01  6.0224e+01 
3.9300e+02  5.9604e+01  5.9604e+01 
3.9350e+02  5.8991e+01  5.8991e+01 
3.9400e+02  5.8385e+01  5.8385e+01 
3.9450e+02  5.7784e+01  5.7784e+01 
3.9500e+02  5.7190e+01  5.7190e+01 
3.9550e+02  5.6602e+01  5.6602e+01 
3.9600e+02  5.6019e+01  5.6019e+01 
3.9650e+02  5.5443e+01  5.5443e+01 
3.9700e+02  5.4873e+01  5.4873e+01 
3.9750e+02  5.4309e+01  5.4309e+01 
3.9800e+02  5.3750e+01  5.3750e+01 
3.9850e+02  5.3197e+01  5.3197e+01 
3.9900e+02  5.2650e+01  5.2650e+01 
3.9950e+02  5.2109e+01  5.2109e+01 
4.0000e+02  5.1573e+01  5.1573e+01 
4.0050e+02  5.1042e+01  5.1042e+01 
4.0100e+02  5.0517e+01  5.0517e+01 
4.0150e+02  4.9998e+01  4.9998e+01 
4.0200e+02  4.9483e+01  4.9483e+01 
4.0250e+02  4.8975e+01  4.8975e+01 
4.0300e+02  4.8471e+01  4.8471e+01 
4.0350e+02  4.7972e+01  4.7972e+01 
4.0400e+02  4.7479e+01  4.7479e+01 
4.0450e+02  4.6991e+01  4.6991e+01 
4.0500e+02  4.6507e+01  4.6507e+01 
4.0550e+02  4.6029e+01  4.6029e+01 
4.0600e+02  4.5556e+01  4.5556e+01 
4.0650e+02  4.5087e+01  4.5087e+01 
4.0700e+02  4.4623e+01  4.4623e+01 
4.0750e+02  4.4164e+01  4.4164e+01 
4.0800e+02  4.3710e+01  4.3710e+01 
4.0850e+02  4.3261e+01  4.3261e+01 
4.0900e+02  4.2816e+01  4.2816e+01 
4.0950e+02  4.2375e+01  4.2375e+01 
4.1000e+02  4.1939e+01  4.1939e+01 
4.1050e+02  4.1508e+01  4.1508e+01 
4.1100e+02  4.1081e+01  4.1081e+01 
4.1150e+02  4.0659e+01  4.0659e+01 
4.1200e+02  4.0240e+01  4.0240e+01 
4.1250e+02  3.9827e+01  3.9827e+01 
4.1300e+02  3.9417e+01  3.9417e+01 
4.1350e+02  3.9012e+01  3.9012e+01 
4.1400e+02  3.8610e+01  3.8610e+01 
4.1450e+02  3.8213e+01  3.8213e+01 
4.1500e+02  3.7820e+01  3.7820e+01 
4.1550e+02  3.7431e+01  3.7431e+01 
4.1600e+02  3.7046e+01  3.7046e+01 
4.1650e+02  3.6665e+01  3.6665e+01 
4.1700e+02  3.6288e+01  3.6288e+01 
4.1750e+02  3.5915e+01  3.5915e+01 
4.1800e+02  3.5545e+01  3.5545e+01 
4.1850e+02  3.5180e+01  3.5180e+01 
4.1900e+02  3.4818e+01  3.4818e+01 
4.1950e+02  3.4460e+01  3.4460e+01 
4.2000e+02  3.4106e+01  3.4106e+01 
4.2050e+02  3.3755e+01  3.3755e+01 
4.2100e+02  3.3408e+01  3.3408e+01 
4.2150e+02  3.3064e+01  3.3064e+01 
4.2200e+02  3.2724e+01  3.2724e+01 
4.2250e+02  3.2387e+01  3.2387e+01 
4.2300e+02  3.2054e+01  3.2054e+01 
4.2350e+02  3.1725e+01  3.1725e+01 
4.2400e+02  3.1398e+01  3.1398e+01 
4.2450e+02  3.1075e+01  3.1075e+01 
4.2500e+02  3.0756e+01  3.0756e+01 
4.2550e+02  3.0439e+01  3.0439e+01 
4.2600e+02  3.0126e+01  3.0126e+01 
4.2650e+02  2.9816e+01  2.9816e+01 
4.2700e+02  2.9510e+01  2.9510e+01 
4.2750e+02  2.9206e+01  2.9206e+01 
4.2800e+02  2.8906e+01  2.8906e+01 
4.2850e+02  2.8609e+01  2.8609e+01 
4.2900e+02  2.8314e+01  2.8314e+01 
4.2950e+02  2.8023e+01  2.8023e+01 
4.3000e+02  2.7735e+01  2.7735e+01 
4.3050e+02  2.7450e+01  2.7450e+01 
4.3100e+02  2.7167e+01  2.7167e+01 
4.3150e+02  2.6888e+01  2.6888e+01 
4.3200e+02  2.6611e+01  2.6611e+01 
4.3250e+02  2.6338e+01  2.6338e+01 
4.3300e+02  2.6067e+01  2.6067e+01 
4.3350e+02  2.5799e+01  2.5799e+01 
4.3400e+02  2.5533e+01  2.5533e+01 
4.3450e+02  2.5271e+01  2.5271e+01 
4.3500e+02  2.5011e+01  2.5011e+01 
4.3550e+02  2.4754e+01  2.4754e+01 
4.3600e+02  2.4499e+01  2.4499e+01 
4.3650e+02  2.4247e+01  2.4247e+01 
4.3700e+02  2.3998e+01  2.3998e+01 
4.3750e+02  2.3751e+01  2.3751e+01 
4.3800e+02  2.3507e+01  2.3507e+01 
4.3850e+02  2.3265e+01  2.3265e+01 
4.3900e+02  2.3026e+01  2.3026e+01 
4.3950e+02  2.2789e+01  2.2789e+01 
4.4000e+02  2.2554e+01  2.2554e+01 
4.4050e+02  2.2322e+01  2.2322e+01 
4.4100e+02  2.2093e+01  2.2093e+01 
4.4150e+02  2.1866e+01  2.1866e+01 
4.4200e+02  2.1641e+01  2.1641e+01 
4.4250e+02  2.1418e+01  2.1418e+01 
4.4300e+02  2.1198e+01  2.1198e+01 
4.4350e+02  2.0980e+01  2.0980e+01 
4.4400e+02  2.0764e+01  2.0764e+01 
4.4450e+02  2.0550e+01  2.0550e+01 
4.4500e+02  2.0339e+01  2.0339e+01 
4.4550e+02  2.0130e+01  2.0130e+01 
4.4600e+02  1.9923e+01  1.9923e+01 
4.4650e+02  1.9718e+01  1.9718e+01 
4.4700e+02  1.9515e+01  1.9515e+01 
4.4750e+02  1.9314e+01  1.9314e+01 
4.4800e+02  1.9116e+01  1.9116e+01 
4.4850e+02  1.8919e+01  1.8919e+01 
4.4900e+02  1.8725e+01  1.8725e+01 
4.4950e+02  1.8532e+01  1.8532e+01 
4.5000e+02  1.8341e+01  1.8341e+01 
4.5050e+02  1.8153e+01  1.8153e+01 
4.5100e+02  1.7966e+01  1.7966e+01 
4.5150e+02  1.7781e+01  1.7781e+01 
4.5200e+02  1.7598e+01  1.7598e+01 
4.5250e+02  1.7417e+01  1.7417e+01 
4.5300e+02  1.7238e+01  1.7238e+01 
4.5350e+02  1.7061e+01  1.7061e+01 
4.5400e+02  1.6885e+01  1.6885e+01 
4.5450e+02  1.6712e+01  1.6712e+01 
4.5500e+02  1.6540e+01  1.6540e+01 
4.5550e+02  1.6370e+01  1.6370e+01 
4.5600e+02  1.6201e+01  1.6201e+01 
4.5650e+02  1.6035e+01  1.6035e+01 
4.5700e+02  1.5870e+01  1.5870e+01 
4.5750e+02  1.5707e+01  1.5707e+01 
4.5800e+02  1.5545e+01  1.5545e+01 
4.5850e+02  1.5385e+01  1.5385e+01 
4.5900e+02  1.5227e+01  1.5227e+01 
4.5950e+02  1.5070e+01  1.5070e+01 
4.6000e+02  1.4915e+01  1.4915e+01 
4.6050e+02  1.4762e+01  1.4762e+01 
4.6100e+02  1.4610e+01  1.4610e+01 
4.6150e+02  1.4460e+01  1.4460e+01 
4.6200e+02  1.4311e+01  1.4311e+01 
4.6250e+02  1.4164e+01  1.4164e+01 
4.6300e+02  1.4018e+01  1.4018e+01 
4.6350e+02  1.3874e+01  1.3874e+01 
4.6400e+02  1.3731e+01  1.3731e+01 
4.6450e+02  1.3590e+01  1.3590e+01 
4.6500e+02  1.3450e+01  1.3450e+01 
4.6550e+02  1.3312e+01  1.3312e+01 
4.6600e+02  1.3175e+01  1.3175e+01 
4.6650e+02  1.3040e+01  1.3040e+01 
4.6700e+02  1.2906e+01  1.2906e+01 
4.6750e+02  1.2773e+01  1.2773e+01 
4.6800e+02  1.2641e+01  1.2641e+01 
4.6850e+02  1.2511e+01  1.2511e+01 
4.6900e+02  1.2383e+01  1.2383e+01 
4.6950e+02  1.2255e+01  1.2255e+01 
4.7000e+02  1.2129e+01  1.2129e+01 
4.7050e+02  1.2005e+01  1.2005e+01 
4.7100e+02  1.1881e+01  1.1881e+01 
4.7150e+02  1.1759e+01  1.1759e+01 
4.7200e+02  1.1638e+01  1.1638e+01 
4.7250e+02  1.1518e+01  1.1518e+01 
4.7300e+02  1.1400e+01  1.1400e+01 
4.7350e+02  1.1283e+01  1.1283e+01 
4.7400e+02  1.1167e+01  1.1167e+01 
4.7450e+02  1.1052e+01  1.1052e+01 
4.7500e+02  1.0938e+01  1.0938e+01 
4.7550e+02  1.0826e+01  1.0826e+01 
4.7600e+02  1.0714e+01  1.0714e+01 
4.7650e+02  1.0604e+01  1.0604e+01 
4.7700e+02  1.0495e+01  1.0495e+01 
4.7750e+02  1.0387e+01  1.0387e+01 
4.7800e+02  1.0280e+01  1.0280e+01 
4.7850e+02  1.0174e+01  1.0174e+01 
4.7900e+02  1.0070e+01  1.0070e+01 
4.7950e+02  9.9662e+00  9.9662e+00 
4.8000e+02  9.8637e+00  9.8637e+00 
4.8050e+02  9.7622e+00  9.7622e+00 
4.8100e+02  9.6618e+00  9.6618e+00 
4.8150e+02  9.5625e+00  9.5625e+00 
4.8200e+02  9.4641e+00  9.4641e+00 
4.8250e+02  9.3668e+00  9.3668e+00 
4.8300e+02  9.2704e+00  9.2704e+00 
4.8350e+02  9.1751e+00  9.1751e+00 
4.8400e+02  9.0807e+00  9.0807e+00 
4.8450e+02  8.9873e+00  8.9873e+00 
4.8500e+02  8.8949e+00  8.8949e+00 
4.8550e+02  8.8034e+00  8.8034e+00 
4.8600e+02  8.7129e+00  8.7129e+00 
4.8650e+02  8.6233e+00  8.6233e+00 
4.8700e+02  8.5346e+00  8.5346e+00 
4.8750e+02  8.4468e+00  8.4468e+00 
4.8800e+02  8.3599e+00  8.3599e+00 
4.8850e+02  8.2739e+00  8.2739e+00 
4.8900e+02  8.1888e+00  8.1888e+00 
4.8950e+02  8.1046e+00  8.1046e+00 
4.9000e+02  8.0212e+00  8.0212e+00 
4.9050e+02  7.9387e+00  7.9387e+00 
4.9100e+02  7.8571e+00  7.8571e+00 
4.9150e+02  7.7763e+00  7.7763e+00 
4.9200e+02  7.6963e+00  7.6963e+00 
4.9250e+02  7.6172e+00  7.6172e+00 
4.9300e+02  7.5388e+00  7.5388e+00 
4.9350e+02  7.4613e+00  7.4613e+00 
4.9400e+02  7.3845e+00  7.3845e+00 
4.9450e+02  7.3086e+00  7.3086e+00 
4.9500e+02  7.2334e+00  7.2334e+00 
4.9550e+02  7.1590e+00  7.1590e+00 
4.9600e+02  7.0854e+00  7.0854e+00 
4.9650e+02  7.0125e+00  7.0125e+00 
4.9700e+02  6.9404e+00  6.9404e+00 
4.9750e+02  6.8690e+00  6.8690e+00 
4.9800e+02  6.7984e+00  6.7984e+00 
4.9850e+02  6.7284e+00  6.7284e+00 
4.9900e+02  6.6592e+00  6.6592e+00 
4.9950e+02  6.5907e+00  6.5907e+00 
5.0000e+02  6.5230e+00  6.5230e+00 
5.0050e+02  6.4559e+00  6.4559e+00 
5.0100e+02  6.3895e+00  6.3895e+00 
5.0150e+02  6.3238e+00  6.3238e+00 
5.0200e+02  6.2587e+00  6.2587e+00 
5.0250e+02  6.1943e+00  6.1943e+00 
5.0300e+02  6.1306e+00  6.1306e+00 
5.0350e+02  6.0676e+00  6.0676e+00 
5.0400e+02  6.0052e+00  6.0052e+00 
5.0450e+02  5.9434e+00  5.9434e+00 
5.0500e+02  5.8823e+00  5.8823e+00 
5.0550e+02  5.8218e+00  5.8218e+00 
5.0600e+02  5.7619e+00  5.7619e+00 
5.0650e+02  5.7026e+00  5.7026e+00 
5.0700e+02  5.6440e+00  5.6440e+00 
5.0750e+02  5.5859e+00  5.5859e+00 
5.0800e+02  5.5285e+00  5.5285e+00 
5.0850e+02  5.4716e+00  5.4716e+00 
5.0900e+02  5.4154e+00  5.4154e+00 
5.0950e+02  5.3597e+00  5.3597e+00 
5.1000e+02  5.3045e+00  5.3045e+00 
5.1050e+02  5.2500e+00  5.2500e+00 
5.1100e+02  5.1960e+00  5.1960e+00 
5.1150e+02  5.1425e+00  5.1425e+00 
5.1200e+02  5.0896e+00  5.0896e+00 
5.1250e+02  5.0373e+00  5.0373e+00 
5.1300e+02  4.9855e+00  4.9855e+00 
5.1350e+02  4.9342e+00  4.9342e+00 
5.1400e+02  4.8835e+00  4.8835e+00 
5.1450e+02  4.8332e+00  4.8332e+00 
5.1500e+02  4.7835e+00  4.7835e+00 
5.1550e+02  4.7343e+00  4.7343e+00 
5.1600e+02  4.6856e+00  4.6856e+00 
5.1650e+02  4.6374e+00  4.6374e+00 
5.1700e+02  4.5897e+00  4.5897e+00 
5.1750e+02  4.5425e+00  4.5425e+00 
5.1800e+02  4.4958e+00  4.4958e+00 
5.1850e+02  4.4496e+00  4.4496e+00 
5.1900e+02  4.4038e+00  4.4038e+00 
5.1950e+02  4.3585e+00  4.3585e+00 
5.2000e+02  4.3137e+00  4.3137e+00 
5.2050e+02  4.2693e+00  4.2693e+00 
5.2100e+02  4.2254e+00  4.2254e+00 
5.2150e+02  4.1820e+00  4.1820e+00 
5.2200e+02  4.1389e+00  4.1389e+00 
5.2250e+02  4.0964e+00  4.0964e+00 
5.2300e+02  4.0542e+00  4.0542e+00 
5.2350e+02  4.0125e+00  4.0125e+00 
5.2400e+02  3.9713e+00  3.9713e+00 
5.2450e+02  3.9304e+00  3.9304e+00 
5.2500e+02  3.8900e+00  3.8900e+00 
5.2550e+02  3.8500e+00  3.8500e+00 
5.2600e+02  3.8104e+00  3.8104e+00 
5.2650e+02  3.7712e+00  3.7712e+00 
5.2700e+02  3.7324e+00  3.7324e+00 
5.2750e+02  3.6940e+00  3.6940e+00 
5.2800e+02  3.6560e+00  3.6560e+00 
5.2850e+02  3.6184e+00  3.6184e+00 
5.2900e+02  3.5812e+00  3.5812e+00 
5.2950e+02  3.5444e+00  3.5444e+00 
5.3000e+02  3.5079e+00  3.5079e+00 
5.3050e+02  3.4719e+00  3.4719e+00 
5.3100e+02  3.4362e+00  3.4362e+00 
5.3150e+02  3.4008e+00  3.4008e+00 
5.3200e+02  3.3658e+00  3.3658e+00 
5.3250e+02  3.3312e+00  3.3312e+00 
5.3300e+02  3.2970e+00  3.2970e+00 
5.3350e+02  3.2630e+00  3.2630e+00 
5.3400e+02  3.2295e+00  3.2295e+00 
5.3450e+02  3.1963e+00  3.1963e+00 
5.3500e+02  3.1634e+00  3.1634e+00 
5.3550e+02  3.1309e+00  3.1309e+00 
5.3600e+02  3.0987e+00  3.0987e+00 
5.3650e+02  3.0668e+00  3.0668e+00 
5.3700e+02  3.0352e+00  3.0352e+00 
5.3750e+02  3.0040e+00  3.0040e+00 
5.3800e+02  2.9731e+00  2.9731e+00 
5.3850e+02  2.9426e+00  2.9426e+00 
5.3900e+02  2.9123e+00  2.9123e+00 
5.3950e+02  2.8823e+00  2.8823e+00 
5.4000e+02  2.8527e+00  2.8527e+00 
5.4050e+02  2.8233e+00  2.8233e+00 
5.4100e+02  2.7943e+00  2.7943e+00 
5.4150e+02  2.7656e+00  2.7656e+00 
5.4200e+02  2.7371e+00  2.7371e+00 
5.4250e+02  2.7090e+00  2.7090e+00 
5.4300e+02  2.6811e+00  2.6811e+00 
5.4350e+02  2.6535e+00  2.6535e+00 
5.4400e+02  2.6262e+00  2.6262e+00 
5.4450e+02  2.5992e+00  2.5992e+00 
5.4500e+02  2.5725e+00  2.5725e+00 
5.4550e+02  2.5460e+00  2.5460e+00 
5.4600e+02  2.5199e+00  2.5199e+00 
5.4650e+02  2.4939e+00  2.4939e+00 
5.4700e+02  2.4683e+00  2.4683e+00 
5.4750e+02  2.4429e+00  2.4429e+00 
5.4800e+02  2.4178e+00  2.4178e+00 
5.4850e+02  2.3929e+00  2.3929e+00 
5.4900e+02  2.3683e+00  2.3683e+00 
5.4950e+02  2.3439e+00  2.3439e+00 
5.5000e+02  2.3198e+00  2.3198e+00 
5.5050e+02  2.2960e+00  2.2960e+00 
5.5100e+02  2.2724e+00  2.2724e+00 
5.5150e+02  2.2490e+00  2.2490e+00 
5.5200e+02  2.2259e+00  2.2259e+00 
5.5250e+02  2.2030e+00  2.2030e+00 
5.5300e+02  2.1803e+00  2.1803e+00 
5.5350e+02  2.1579e+00  2.1579e+00 
5.5400e+02  2.1357e+00  2.1357e+00 
5.5450e+02  2.1137e+00  2.1137e+00 
5.5500e+02  2.0920e+00  2.0920e+00 
5.5550e+02  2.0705e+00  2.0705e+00 
5.5600e+02  2.0492e+00  2.0492e+00 
5.5650e+02  2.0281e+00  2.0281e+00 
5.5700e+02  2.0072e+00  2.0072e+00 
